exam,exam_url,q_number,question,option_a,option_b,option_c,option_d,correct_answer,num_correct_answers,area,theme,difficulty_1_10,explanation
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,13,What is the day when jokes are published in newspapers and telecast on TV?,April Fool‘s Day,Boxing Day,Halloween,Valentine‘s Day,April Fool‘s Day,1,Culture & Society,"Festivals, holidays & traditions",2,"April Fool‘s Day , 1 April, is a day when people play jokes on each other until midday. The television and newspapers often have stories that are April Fool jokes."
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,14,Which Scottish king defeated the English at the Battle of Bannockburn?,King Charles I,King James I,Admiral Nelson,Robert the Bruce,Robert the Bruce,1,History,Norman Conquest & the Middle Ages,5,"In 1314 the Scottish, led by Robert the Bruce , defeated the English at the Battle of Bannockburn, and Scotland remained unconquered by the English."
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,15,Who invented the World Wide Web?,Sir Tim Berners-Lee,Sir Peter Mansfield,Sir Ian Wilmot,Sir Robert Edwards,Sir Tim Berners-Lee,1,Culture & Society,Notable Britons & achievements,4,The inventor of the World Wide Web was Sir Tim Berners-Lee .
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,16,How are civil servants appointed and what political party do they belong to?,They are chosen on merit and form part of the Liberal Democrats party,They are chosen randomly and form part of the Conservative party,They are chosen randomly and are politically neutral,They are chosen on merit and are politically neutral,They are chosen on merit and are politically neutral,1,Government & Politics,Parliament & how government works,5,Civil servants are chosen on merit and are politically neutral – they are not political appointees.
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,17,What is known as the “Dunkirk spirit”?,When the German air force bombed London and other British cities at night-time,The evacuation of Allied soldiers from France during World War II,When new social classes appeared after the Black Death,The period when many refugees called Huguenots came from France,The evacuation of Allied soldiers from France during World War II,1,History,First & Second World Wars,4,"During WWII as France fell, the British decided to evacuate British and French soldiers from France in a huge naval operation. Many civilian volunteers in small pleasure and fishing boats from Britain helped the Navy to rescue more than 300,000 men from the beaches around Dunkirk."
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,18,You have to be at least 21 years old to serve on a jury.,True,False,,,False,1,Law & Justice,The legal system & courts,6,False . Anyone who is on the electoral register and is aged 18 to 70 can serve on a jury.
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,19,"If you wish to be a permanent resident or citizen of the UK, you should (choose TWO answers):","Respect the rights of others, including their right to their own opinions",Buy a house in the UK,Look after yourself and your family,Marry a British citizen,"Respect the rights of others, including their right to their own opinions | Look after yourself and your family",2,Values & Citizenship,Rights & responsibilities of citizens,4,"If you wish to be a permanent resident or citizen of the UK, you should: respect the rights of others, including their right to their own opinions, look after yourself and your family , respect and obey the law, treat others with fairness and look after the area in which you live and the environment."
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,20,Which of the following major sports event took place in the UK in 2012?,The Football World Cup,The Rugby World Cup,The Olympic games,The Eurocup Basketball,The Olympic games,1,Sport,Sport & sporting events,2,"The UK has hosted the Olympic games on three occasions: 1908, 1948 and 2012."
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,21,Charles I believed in the ’Divine Right of Kings’ so he tried:,To rule without the Parliament,To rule with the approval of the Parliament,To raise money for the Parliament,To restore Catholicism in Britain,To rule without the Parliament,1,History,"Stuarts, Civil War & Restoration",5,Charles I believed in the ’Divine Right of Kings’: the idea that the king was directly appointed by God to rule. He thought that the king should be able to act without having to seek approval from Parliament and he tried to rule without the Parliament .
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,22,What is the Union Jack?,The Flag of the Commonwealth,The Flag of the United Kingdom,The shield used by British Knights,A trade union to protect workers rights,The Flag of the United Kingdom,1,Geography,"Nations, capitals & geography of the UK",1,"The Union Flag, the Flag of the United Kingdom is also known as the Union Jack."
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,23,Who was voted the greatest Briton of all time in 2002?,Mo Farah,Admiral Nelson,Winston Churchill,Clement Attlee,Winston Churchill,1,Culture & Society,Notable Britons & achievements,4,In 2002 Winston Churchill was voted the greatest Briton of all time by the public.
12,https://lifeintheuktestweb.co.uk/british-citizenship-test-practice-questions-12/,24,Which of the following statements is true:,Women in Britain today make up about half of the workforce.,,Women in Britain today make up about one quarter of the workforce.,,Women in Britain today make up about half of the workforce.,1,Culture & Society,"Money, work, tax & public services",4,Women in Britain today make up about half of the workforce .
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,1,When is St George’s day?,17th March,30th November,1st March,23rd April,23rd April,1,Culture & Society,Religion & patron saints,6,"St George’s day, patron of England is celebrated on the 23rd of April ."
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,2,Which is the largest National Park in England?,Snowdonia,Loch Lomond and the Trossachs National Park,The Giant’s Causeway,The Lake District,The Lake District,1,Geography,Landmarks & famous places,5,The Lake District is England’s largest national park.
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,3,"Boudicca, was a tribal leader who fought against which foreign invaders?",The Normands,The Vikings,The Anglo-Saxons,The Romans,The Romans,1,History,"Ancient, Roman & early Britain",5,"One of the tribal leaders who fought against the Romans was Boudicca, the queen of the Iceni."
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,4,Which of the following poems is about a group of people going on a pilgrimage?,The Canterbury Tales,All the world’s a stage,A Midsummer Night’s dream,Great Expectations,The Canterbury Tales,1,Culture & Society,Literature & writers,4,"Geoffrey Chaucer wrote a series of poems in English about a group of people going to Canterbury on a pilgrimage. The people decided to tell each other stories on the journey, and the poems describe the travellers and some of the stories they told. This collection of poems is called The Canterbury Tales ."
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,5,How are public holidays called?,Bank Holidays,Workers Holidays,Business Holidays,Summer Holidays,Bank Holidays,1,Culture & Society,"Festivals, holidays & traditions",3,"There are public holidays each year called bank holidays , when banks and many other businesses are closed for the day."
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,6,How did Charles II manage to escape to Europe after his defeat in the Civil War?,Hiding in a farmer’s house,Riding a horse,Hiding in an oak tree,Swimming,Hiding in an oak tree,1,History,"Stuarts, Civil War & Restoration",7,"Charles II escaped from Worcester, famously hiding in an oak tree on one occasion, and eventually fled to Europe."
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,7,Who defeated the Vikings?,Harold,Edward I of England,King Arthur,King Alfred the Great,King Alfred the Great,1,History,Anglo-Saxons & Vikings,5,"The Anglo-Saxon kingdoms in England united under King Alfred the Great , who defeated the Vikings."
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,8,Who was William Caxton?,A poet who wrote about a group of people going to Canterbury on a pilgrimage,The first person in England to print books using a printing press,The first person to sail singlehanded around the world,The inventor of the television,The first person in England to print books using a printing press,1,Culture & Society,Notable Britons & achievements,7,William Caxton was the first person in England to print books using a printing press .
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,9,Where do Beefeaters serve as tour guides?,The Houses of the Parliament,The Tower of London,The O2,The Big Ben,The Tower of London,1,Geography,Landmarks & famous places,4,Beefeaters serve as tour guides at the Tower of London .
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,10,"During the rebellion of the clans in Scotland, Bonnie Prince Charlie was supported by clansmen from which Scottish region?",Glasgow,Galloway,The Highlands,Edinburgh,The Highlands,1,History,Glorious Revolution & Bill of Rights,5,Charles Edward Stuart (Bonnie Prince Charlie) was supported by clansmen from the Scottish Highlands .
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,11,What religion did Elizabeth I follow?,She was a Protestant,,She was a Catholic,,She was a Protestant,1,History,Tudors & the Reformation,5,Elizabeth the I was a protestant .
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,12,Who became famous for his tramp character in silent movies?,Sir Rex Harrison,David Niven,Richard Burton,Charlie Chaplin,Charlie Chaplin,1,Culture & Society,"Film, TV & media",2,Charlie Chaplin became famous in silent movies for his tramp character.
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,13,Which armed force was used in the Battle of Britain?,The Royal Navy,The Police Force,The Naval Service,The Royal Air Force,The Royal Air Force,1,History,First & Second World Wars,3,The correct answer is the Royal Air Force .
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,14,"In the UK, you have to be 21 years old to be able to vote in a general election.",True,,False,,False,1,Government & Politics,Elections & voting,3,False . The present voting age of 18 was set in 1969 and (with a few exceptions) all UK-born and naturalised adult citizens have the right to vote.
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,15,Which of the following poets was inspired by nature?,John Masefield,Wilfred Owen,Siegfried Sassoon,William Wordsworth,William Wordsworth,1,Culture & Society,Literature & writers,5,"British poets, including William Wordsworth , were inspired by nature."
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,16,Against which country did Britain fight at the Battle of Waterloo?,Germany,Italy,France,Spain,France,1,History,"Empire, exploration, slavery & abolition",4,"In 1815, the French Wars ended with the defeat of the Emperor Napoleon by the Duke of Wellington at the Battle of Waterloo."
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,17,Who was William Wilberforce?,A poet,A sportsman,A politician,A musician,A politician,1,History,"Empire, exploration, slavery & abolition",6,"William Wilberforce, an evangelical Christian and a member of Parliament, also played an important part in changing the law. Along with other abolitionists (people who supported the abolition of slavery), he succeeded in turning public opinion against the slave trade."
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,18,Who is the spiritual leader of the Church of England?,The Archbishop of Canterbury,The Archbishop of London,The Archbishop of Birmingham,The Archbishop of Manchester,The Archbishop of Canterbury,1,Culture & Society,Religion & patron saints,4,The spiritual leader of the Church of England is the Archbishop of Canterbury .
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,19,James I was King of which country before becoming King of England?,Wales,Ireland,France,Scotland,Scotland,1,History,"Stuarts, Civil War & Restoration",5,"When Elizabeth I died, her cousin James VI of Scotland became King James I of England, Wales and Ireland and Scotland remained a separate country."
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,20,Which of the following statements is correct?,,Most shops in the UK open seven days a week.,All shops in the UK close on Sundays and bank holidays.,,Most shops in the UK open seven days a week.,1,Culture & Society,"Food, leisure & everyday life",3,"Most shops in the UK are open seven days a week, although trading hours on Sundays and public holidays are generally reduced."
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,21,Which country sent a fleet of ships to England in 1588?,France,Germany,Spain,Italy,Spain,1,History,Tudors & the Reformation,5,"Elizabeth became one of the most popular monarchs in English history, particularly after 1588, when the English defeated the Spanish Armada (a large fleet of ships), which had been sent by Spain to conquer England and restore Catholicism."
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,22,Where is the National Horseracing Museum located?,"Edinburgh, Scotland","Newmarket, Suffolk","St Andrews, Scotland",Aintree near Liverpool,"Newmarket, Suffolk",1,Sport,Sport & sporting events,8,"There is a National Horseracing Museum in Newmarket, Suffolk ."
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,23,Which of the following castles is located in Scotland?,Crathes Castle,Caernarfon Castle,Bodiam Castle,Powis Castle,Crathes Castle,1,Culture & Society,Architecture & famous buildings,9,Crathes Castle is located in Scotland.
13,https://lifeintheuktestweb.co.uk/british-citizenship-test-13/,24,Who was a famous Art Deco ceramic designer?,Alexander McQueen,Thomas Chippendale,Clarice Cliff,Mary Quant,Clarice Cliff,1,Culture & Society,"Music, art & the performing arts",8,"Britain has produced many great designers, from Thomas Chippendale (who designed furniture in the 18th century) to Clarice Cliff (who designed Art Deco ceramics) to Sir Terence Conran (a 20th-century interior designer)."
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,1,When is St Patrick’s day celebrated?,23rd April,30th November,1st April,17th March,17th March,1,Culture & Society,Religion & patron saints,3,"St Patrick’s day, patron of Northern Ireland is celebrated on the 17th of March ."
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,2,How are the members of the Northern Ireland Parliament elected?,By a system of proportional representation,Using a system of ranked voting,Using the first past the post system,Using a runoff system,By a system of proportional representation,1,Government & Politics,Devolution & the devolved nations,7,"The Northern Ireland Assembly has 90 elected members, known as MLAs (members of the Legislative Assembly). They are elected with a form of proportional representation ."
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,3,Who was the first British Prime Minister?,Winston Churchill,Earl of Wilmington,Henry Pelham,Sir Robert Walpole,Sir Robert Walpole,1,Government & Politics,Prime Ministers & political leaders,7,"The most important minister in Parliament became known as the Prime Minister. The first man to be called this was Sir Robert Walpole , who was Prime Minister from 1721 to 1742."
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,4,Which of the following actresses has not won an Oscar?,Tilda Swinton,Emily Watson,Dame Judi Dench,Kate Winslet,Emily Watson,1,Culture & Society,"Film, TV & media",8,"British actors to have won Oscars include Colin Firth, Sir Antony Hopkins, Dame Judi Dench, Kate Winslet and Tilda Swinton. Emily Watson has not won an Oscar yet ."
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,5,"During the Enlightenment, Adam Smith developed ideas about:",Physics,Economics,Science,Engineering,Economics,1,History,"Enlightenment, science & discovery",5,During ’the Enlightenment’ Adam Smith developed ideas about economics which are still referred to today.
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,6,Who died at the Battle of Trafalgar?,Admiral Nelson,Henry VIII,Oliver Cromwell,Napoleon,Admiral Nelson,1,History,"Empire, exploration, slavery & abolition",4,Admiral Nelson was in charge of the British fleet at Trafalgar and was killed in the battle.
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,7,When is Hogmanay celebrated?,25th of December,2nd of January,1st of January,31st of December,31st of December,1,Culture & Society,"Festivals, holidays & traditions",5,"In Scotland, the 31st of December is called Hogmanay."
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,8,Proceedings in Parliament are broadcast on television and published in official reports known as:,Canvassing,Hansard,Cabinets,Domesday Book,Hansard,1,Government & Politics,Parliament & how government works,7,Proceedings in Parliament are broadcast on television and published in official reports called Hansard .
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,9,Which of the following is a rugby competition?,The Scottish Grand National,The Wimbledon Championships,The Ashes,The Six Nations Championship,The Six Nations Championship,1,Sport,Sport & sporting events,4,"The most famous rugby union competition is the Six Nations Championship between England, Ireland, Scotland, Wales, France and Italy."
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,10,Who appoints life peers in the House of Lords?,The Speaker,The Archbishop of Canterbury,The Prime Minister,The monarch,The monarch,1,Government & Politics,Parliament & how government works,7,Life peers are appointed by the monarch on the advice of the Prime Minister.
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,11,Who mapped the coast of Australia?,James Cook,Admiral Nelson,Isaac Newton,Sake Dean Mahomet,James Cook,1,History,"Empire, exploration, slavery & abolition",5,Captain James Cook mapped the coast of Australia and a few colonies were established there.
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,12,What was the first war to be extensively covered by the media?,The Boer War,The First World War,The Second World War,The Crimean War,The Crimean War,1,History,"Empire, exploration, slavery & abolition",7,The Crimean War was the first war to be extensively covered by the media through news stories and photographs.
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,13,Which of the following monuments is located in Wiltshire?,Hadrian’s Wall,St Paul’s Cathedral,Nelson’s Column,Stonehenge,Stonehenge,1,Geography,Landmarks & famous places,5,Stonehenge stands in what is now the English county of Wiltshire.
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,14,Who was the first Archbishop of Canterbury?,St Patrick,St Augustine,St Andrew,St Columba,St Augustine,1,Culture & Society,Religion & patron saints,8,"St Augustine led missionaries from Rome, who spread Christianity in the south. St Augustine became the first Archbishop of Canterbury."
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,15,How old do you have to be to go into betting shops or gambling clubs?,18,20,16,21,18,1,Culture & Society,"Food, leisure & everyday life",5,You have to be 18 to go into betting shops or gambling clubs.
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,16,The system of government in the UK is a parliamentary democracy.,True,,False,,True,1,Government & Politics,Parliament & how government works,3,This statement is true .
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,17,What is the traditional food of Northern Ireland?,Haggis,Pancakes,Paella,Ulster Fry,Ulster Fry,1,Culture & Society,"Food, leisure & everyday life",5,Ulster fry is the correct answer.
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,18,Who was elected as British Prime Minister in 1945?,Clement Attlee,Winston Churchill,Harold Wilson,Harold Macmillan,Clement Attlee,1,Government & Politics,Prime Ministers & political leaders,7,In 1945 the British people elected a Labour government. The new Prime Minister was Clement Attlee .
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,19,How many times has the UK hosted the Olympic games?,5,3,4,8,3,1,Sport,Sport & sporting events,6,"The UK has hosted the Olympic games on three occasions: 1908, 1948 and 2012."
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,20,Why were canals built during the Industrial Revolution?,To link the factories to towns and cities and to the ports,To make space for the large fleet of British ships,To increase the number of water mills in the UK,To increase the amount of water in towns and cities,To link the factories to towns and cities and to the ports,1,History,Industrial Revolution & invention,4,"Canals were built to link the factories to towns and cities and to the ports , particularly in the new industrial areas in the middle and north of England."
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,21,Are civil servants appointed by the government?,,Yes,No,,No,1,Government & Politics,Parliament & how government works,6,Civil servants are accountable to ministers. They are chosen on merit and are politically neutral – they are not political appointees .
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,22,Which of the following countries helped Britain to develop the Concorde?,Germany,Norway,Italy,France,France,1,History,20th-century & post-war Britain,5,"Britain and France developed the world’s only supersonic commercial airliner, Concorde."
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,23,Which invention led to the development of Britain during the Industrial Revolution?,Magnetic Resonance Imaging,Steam power,Radar,Hovercraft,Steam power,1,History,Industrial Revolution & invention,3,The Industrial Revolution was the rapid development of industry in Britain in the 18th and 19th centuries. Britain was the first country to industrialise on a large scale. It happened because of the development of machinery and the use of steam power .
14,https://lifeintheuktestweb.co.uk/british-citizenship-test-14/,24,Who was the tribal leader who fought against the Romans?,Columba,Claudius,Hadrian,Boudicca,Boudicca,1,History,"Ancient, Roman & early Britain",5,One of the tribal leaders who fought against the Romans was Boudicca .
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,1,Which two languages were used across England during the Middle Ages?,Welsh,Gaelic,Norman French,Anglo-Saxon,Norman French | Anglo-Saxon,2,History,Norman Conquest & the Middle Ages,7,"The Middle Ages saw the development of a national culture and identity. After the Norman Conquest, the king and his noblemen had spoken Norman French and the peasants had continued to speak Anglo-Saxon ."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,2,"In 1776, which British colonies declared their independence because they demanded that there should be ‘no taxation without representation‘.",North African,Asian,North American,South African,North American,1,History,"Empire, exploration, slavery & abolition",3,"In 1776, 13 North American colonies declared their independence, stating that people had a right to establish their own governments."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,3,When was England ruled by a republic and not by a monarch?,When Elizabeth I died without any successor,When Charles I was executed,When the Carta Magna restricted the king’s power,When kind Harold died after the Battle of Hastings,When Charles I was executed,1,History,"Stuarts, Civil War & Restoration",6,"When Charles I was executed , England declared itself a republic, called the Commonwealth. It no longer had a monarch."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,4,Which film produced in the UK was one of the most commercially successful films of all time and one of the highest-grossing film franchises?,Harry Potter,Spider-man,The Lord of the Rings,Indiana Jones,Harry Potter,1,Culture & Society,"Film, TV & media",2,"Some of the most commercially successful films of all time, including the two highest-grossing film franchises ( Harry Potter and James Bond), have been produced in the UK."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,5,When did the first farmers come to Britain?,"10,000 years ago","6,000 years ago","15,000 years ago","2,000 years ago","6,000 years ago",1,History,"Ancient, Roman & early Britain",7,"The first farmers arrived in Britain 6,000 years ago ."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,6,When did the First World War end?,At 12.00 pm on 11th November 1914,At 12.00 pm on 11th November 1918,At 11.00 am on 11th November 1914,At 11.00 am on 11th November 1918,At 11.00 am on 11th November 1918,1,History,First & Second World Wars,5,The First World War ended at 11.00 am on 11th November 1918 with victory for Britain and its allies.
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,7,Can court orders be obtained to protect a person from being forced into a marriage?,Yes,,No,,Yes,1,Law & Justice,"Rights, equality & the law",3,"True . Court orders can be obtained to protect a person from being forced into a marriage, or to protect a person in a forced marriage."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,8,What medal did Mary Peters win in the 1972 Olympics?,She did not win any medals,Silver,Gold,Bronze,Gold,1,Sport,Sport & sporting events,7,"Born in Manchester, Mary Peters moved to Northern Ireland as a child. She was a talented athlete who won an Olympic gold medal in the pentathlon in 1972."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,9,"In England, Wales and Northern Ireland Youth Court cases are normally heard by (choose TWO answers)?",Up to 3 specially trained magistrates,A District Judge,A sheriff,Up to 5 specially trained magistrates,Up to 3 specially trained magistrates | A District Judge,2,Law & Justice,The legal system & courts,7,"In England, Wales and Northern Ireland, if an accused person is aged 10 to 17, the case is normally heard in a Youth Court in front of up to three specially trained magistrates or a District Judge ."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,10,What was invented by Alan Turing in the 1930s?,The jet engine,The television,The Turing machine,The ball pen,The Turing machine,1,Culture & Society,Notable Britons & achievements,4,"A Turing machine is a theoretical mathematical device invented by Alan Turing (1912-54), a British mathematician, in the 1930s."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,11,Which of the following tells us about how people lived in England just after the Norman Conquest?,The Domesday Book,The Book of Common Prayer,The Canterbury Tales,The Carta Magna,The Domesday Book,1,History,Norman Conquest & the Middle Ages,5,"William sent people all over England to draw up lists of all the towns and villages. The people who lived there, who owned the land and what animals they owned were also listed. This was called the Domesday Book . It still exists today and gives a picture of society in England just after the Norman Conquest."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,12,Who led a team of scientists to ‘split the atom‘ for the first time?,Alexander Fleming,Alan Turing,Ernest Rutherford,Sir Peter Mansfield,Ernest Rutherford,1,Culture & Society,Notable Britons & achievements,7,"Scientists led by Ernest Rutherford , working at Manchester and then Cambridge University, were the first to ‘split the atom‘ and took part in the Manhattan Project in the United States, which developed the atomic bomb."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,13,What song is sung by people in the UK and other countries when they are celebrating the New Year?,Auld Lang Syne,The British Anthem,Jingle Bells,White Christmas,Auld Lang Syne,1,Culture & Society,"Festivals, holidays & traditions",2,"The song Auld Lang Syne , which is sung by people in the UK and other countries when they are celebrating the New Year (or Hogmanay as it is called in Scotland)."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,14,Who fought in the English Civil war of 1642?,The House of York and the House of Lancaster,The Anglo-Saxons and the Vikings,The Cavaliers and the Roundheads,The House of Fraser and the House of Stuart,The Cavaliers and the Roundheads,1,History,"Stuarts, Civil War & Restoration",5,The Civil war between the king and Parliament began in 1642. The country split into those who supported the king ( the Cavaliers ) and those who supported Parliament ( the Roundheads ).
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,15,Which two of these forts were part of Hadrian‘s wall?,Vindolanda,Maiden Castle,Housesteads,Grimsby,Vindolanda | Housesteads,2,History,"Ancient, Roman & early Britain",8,"Parts of Hadrian‘s Wall, include the forts of Housesteads and Vindolanda ."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,16,What was the religion of the Puritans?,Hindu,Catholic,Sikh,Protestant,Protestant,1,Culture & Society,Religion & patron saints,5,The Puritans were a group of Protestants who advocated strict and simple religious doctrine and worship.
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,17,What is the name of Irish people who favoured complete independence from the UK in the 19th century?,Fenians,Quakers,Highlanders,Suffragettes,Fenians,1,History,Industrial Revolution & invention,8,"The Irish Nationalist movement had grown strongly through the 19th century. Some, such as the Fenians , favoured complete independence."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,18,Which two British pop music groups were famous during the Swinging Sixties?,The Rolling Stones,The Beatles,ABBA,Radiohead,The Rolling Stones | The Beatles,2,Culture & Society,"Music, art & the performing arts",2,"The decade of the 1960s was a period of significant social change. It was known as the ‘swinging sixties’. There was growth in British fashion, cinema and popular music. Two well-known pop music groups at the time were The Beatles and The Rolling Stones ."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,19,What is the minimum age required to drive a motorcycle?,16 years old,17 years old,18 years old,21 years old,17 years old,1,Culture & Society,"Food, leisure & everyday life",5,"In the UK, you must be at least 17 years to drive a car or motorcycle and you must have a driving licence to drive on public roads."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,20,"The members of the House of Lords, known as peers, are elected by the people.",True,False,,,False,1,Government & Politics,Parliament & how government works,5,"False . The members of the House of Lords, known as peers, are not elected by the people ."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,21,When did the Emancipation Act abolish slavery throughout the British Empire?,1835,1823,1807,1833,1833,1,History,"Empire, exploration, slavery & abolition",8,In 1833 the Emancipation Act abolished slavery throughout the British Empire.
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,22,"Who is responsible for crime, policing and immigration?",The Chancellor of the Exchequer,The Foreign Secretary,The Speaker,The Home Secretary,The Home Secretary,1,Government & Politics,Parliament & how government works,5,"The Home Secretary is responsible for crime, policing and immigration."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,23,What kind of genre was the film Wallace and Gromit created by Nick Park?,A soap opera,A silent movie,An animated film,An action film,An animated film,1,Culture & Society,"Film, TV & media",2,"Nick Park won four Oscars for his animated films , including three for films featuring Wallace and Gromit."
15,https://lifeintheuktestweb.co.uk/british-citizenship-test-15/,24,"Anyone who is violent towards their partner – whether they are a man or a woman, married or living together – can be prosecuted.",True,,False,,True,1,Law & Justice,"Police, crime & punishment",2,"True . Anyone who is violent towards their partner – whether they are a man or a woman, married or living together – can be prosecuted."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,1,When was the United Nations set up?,After the First World War.,After the Second World War.,Before the First World War.,Before the Second World War.,After the Second World War.,1,History,20th-century & post-war Britain,4,The UN was set up after the Second World War and aims to prevent war and promote international peace and security.
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,2,Where is the Giant’s Causeway located?,Scotland,England,Wales,Northern Ireland,Northern Ireland,1,Geography,Landmarks & famous places,4,The Giant’s Causeway is a land formation of columns made from volcanic lava located on the north-east coast of Northern Ireland . It was formed about 50 million years ago. There are many legends about the Causeway and how it was formed.
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,3,"What happened to Mary, Queen of Scots, after being sent to prison for 20 years by her cousin Queen Elizabeth I?",She got married.,She was sent to France.,She was executed.,She was sent to Scotland.,She was executed.,1,History,Tudors & the Reformation,4,"Mary was executed , accused of plotting against Elizabeth I."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,4,Which tribe came to Britain from northern Europe after the Romans left in AD 410?,The Gepids,The Jutes,The Frisians,The Burgundians,The Jutes,1,History,Anglo-Saxons & Vikings,8,"Britain was invaded by tribes from northern Europe: the Jutes, the Angles and the Saxons."
